,advertiser,devicecategory,count
12592,Sound Money Defense League,Desktop,3
12593,Sound Money Defense League,Smartphone,3
12594,SoundProLab,Desktop,1
12595,Soundrise Hearing Solutions,Smartphone,2
12596,South African Government,Desktop,35
12597,South African Government,Smartphone,19
12598,South African Government,Tablet,57
12599,Southall Travel,Desktop,5
12600,Southall Travel,Smartphone,410
12601,Southall Travel,Tablet,44
12602,South Carolina Department of Parks Recreation & Tourism,Smartphone,5
12603,South Carolina Department of Parks Recreation & Tourism,Tablet,1
12604,South China Morning Post Publishers,Desktop,21
12605,South China Morning Post Publishers,Smartphone,225
12606,South China Morning Post Publishers,Tablet,12
12607,Southern Cross Healthcare,Desktop,194
12608,Southern Cross Healthcare,Smartphone,36
12609,Southern Cross Healthcare,Tablet,24
12610,Southern Glazers Wine & Spirits,Smartphone,4
12611,Southern Glazers Wine & Spirits,Tablet,1
12612,Southern New Hampshire University,Desktop,2
12613,Southern New Hampshire University,Smartphone,14
12614,Southern New Hampshire University,Tablet,1
12615,Southern Shutter,Desktop,1
12616,Southwest Airlines,Smartphone,1
12617,Space NK,Desktop,115
12618,Space NK,Smartphone,706
12619,Space NK,Tablet,59
12620,Spanish Public Administration,Desktop,17
12621,Spanish Public Administration,Smartphone,78
12622,Spanish Public Administration,Tablet,13
12623,Spanx,Smartphone,1
12624,Sparda Bank,Desktop,3
12625,Sparda Bank,Smartphone,11
12626,Sparda Bank,Tablet,1
12627,Sparebank 1 Gruppen,Desktop,26
12628,Sparebank 1 Gruppen,Smartphone,13
12629,Sparebank 1 Gruppen,Tablet,1
12630,Spare Room,Desktop,1
12631,Spare Room,Smartphone,4
12632,SPAR Group,Desktop,20
12633,SPAR Group,Smartphone,21
12634,SPAR Group,Tablet,6
12635,Spark,Desktop,109
12636,Spark,Smartphone,121
12637,Spark,Tablet,20
12638,Sparkassen Finanzgruppe,Desktop,11
12639,Sparkassen Finanzgruppe,Smartphone,23
12640,Sparkassen Finanzgruppe,Tablet,4
12641,Spar mit Reisen,Desktop,2
12642,Spar mit Reisen,Smartphone,1
12643,Spartan Race,Desktop,6
12644,Spartan Race,Smartphone,7
12645,Spartoo,Desktop,21
12646,Spartoo,Smartphone,7
12647,Spartoo,Tablet,27
12648,speak-up.com.ua,Smartphone,2
12649,Speciality Fashion Group,Desktop,112
12650,Speciality Fashion Group,Smartphone,23
12651,Speciality Fashion Group,Tablet,10
12652,Specialized Bicycle Components- Inc - 80090470,Desktop,7
12653,Specialized Bicycle Components- Inc - 80090470,Smartphone,4
12654,Specialty Retailers,Desktop,1
12655,Specialty Retailers,Smartphone,369
12656,Specialty Retailers,Tablet,11
12657,Speck-Sports,Desktop,3
12658,Specsavers,Desktop,2333
12659,Specsavers,Smartphone,5608
12660,Specsavers,Tablet,539
12661,Spector Photo Group,Desktop,50
12662,Spector Photo Group,Smartphone,56
12663,Spector Photo Group,Tablet,10
12664,Spectrum Health,Smartphone,7
12665,Spectrum Health,Tablet,3
12666,SpeedCAT,Desktop,92
12667,Speedway Motors,Smartphone,1
12668,Speedy Fuels & Lubricants LLP,Desktop,1
12669,Speedy Fuels & Lubricants LLP,Smartphone,4
12670,Speedy Fuels & Lubricants LLP,Tablet,3
12671,Sperwer Group,Desktop,4
12672,Sperwer Group,Smartphone,26
12673,Sperwer Group,Tablet,2
12674,S&P Global,Desktop,2
12675,S&P Global,Smartphone,10
12676,S&P Global,Tablet,1
12677,SpiceJet,Desktop,64
12678,SpiceJet,Smartphone,26
12679,SPIEGEL-Verlag Rudolf Augstein,Smartphone,4
12680,SPIEGEL-Verlag Rudolf Augstein,Tablet,2
12681,Spigot,Desktop,1
12682,Spirit Airlines- Inc,Smartphone,8
12683,Spirit Airlines- Inc,Tablet,1
12684,S P Jain School Of Global Management,Smartphone,6
12685,Splunk Inc,Desktop,4
12686,Spokane Regional Convention and Visitors Bureau,Tablet,1
12687,Spokeo,Desktop,3
12688,Spokeo,Smartphone,11
12689,Spokeo,Tablet,1
12690,Sportamore,Desktop,16
12691,Sportamore,Smartphone,15
12692,Sportamore,Tablet,4
12693,Sport Decouverte,Desktop,1
12694,sportdepo.ru,Smartphone,1
12695,Sporting Life,Desktop,52
12696,Sporting Life,Smartphone,8
12697,Sporting Life,Tablet,8
12698,Sportisimo,Desktop,58
12699,Sportisimo,Smartphone,26
12700,Sportisimo,Tablet,59
12701,Sportler AG,Desktop,23
12702,Sportler AG,Smartphone,18
12703,Sportmaster,Desktop,9
12704,Sportmaster,Smartphone,4
12705,Sportmaster,Tablet,2
12706,Sports Direct,Desktop,2040
12707,Sports Direct,Smartphone,4516
12708,Sports Direct,Tablet,482
12709,Sports Endeavors,Desktop,6
12710,Sports Endeavors,Smartphone,67
12711,Sports Endeavors,Tablet,2
12712,Sportsgirl,Desktop,1
12713,Sportsgirl,Smartphone,1
12714,Sports HQ,Desktop,44
12715,Sports HQ,Smartphone,47
12716,Sports HQ,Tablet,15
12717,Sportstarlive,Desktop,1
12718,Sportstarlive,Smartphone,6
12719,Sports Tours International,Desktop,20
12720,Sports Tours International,Smartphone,53
12721,Sports Tours International,Tablet,8
12722,Sports Warehouse,Desktop,21
12723,Sports Warehouse,Smartphone,78
12724,Sports Warehouse,Tablet,3
12725,Sport Tiedje,Desktop,18
12726,Sport Tiedje,Smartphone,189
12727,Sport Tiedje,Tablet,2
12728,Spotify,Connected TV,16
12729,Spotify,Desktop,3256
12730,Spotify,Smartphone,7904
12731,Spotify,Tablet,82
12732,Spotlight- spotlightstores.com,Desktop,181
12733,Spotlight- spotlightstores.com,Smartphone,222
12734,Spotlight- spotlightstores.com,Tablet,41
12735,Spotmau Corporation,Desktop,247
12736,Spreadex,Desktop,7
12737,Spreadex,Smartphone,9
12738,Spreadex,Tablet,1
12739,Spreadshirt,Desktop,18
12740,Spreadshirt,Smartphone,46
12741,Spreadshirt,Tablet,3
12742,Springfree Trampoline Inc,Smartphone,3
12743,Sprout Social,Desktop,1
12744,Sprout Social,Smartphone,2
12745,Square,Desktop,1374
12746,Square,Smartphone,98
12747,Square,Tablet,4
12748,Square Enix Holdings,Smartphone,235
12749,Square One Insurance Services,Desktop,266
12750,Square One Insurance Services,Smartphone,1185
12751,Square One Insurance Services,Tablet,321
12752,Squarespace,Desktop,8354
12753,Squarespace,Smartphone,1
12754,Squarespace,Tablet,161
12755,Square Yards,Desktop,1
12756,Squaw Valley,Desktop,3
12757,Sri Lankan Airlines,Desktop,62
12758,Sri Lankan Airlines,Smartphone,182
12759,Sri Lankan Airlines,Tablet,15
12760,Srnr,Desktop,2
12761,Srnr,Smartphone,7
12762,SRV Media Pvt. Ltd.,Desktop,2
12763,SRV Media Pvt. Ltd.,Smartphone,10
12764,SSENSE.COM,Desktop,8
12765,SSENSE.COM,Smartphone,38
12766,SSENSE.COM,Tablet,34
12767,Stadium,Desktop,1
12768,Stadium Enterprises,Desktop,19
12769,Stadium Enterprises,Smartphone,28
12770,Staffordshire University,Desktop,137
12771,Staffordshire University,Smartphone,164
12772,Staffordshire University,Tablet,93
12773,Stagecoach Group,Desktop,557
12774,Stagecoach Group,Smartphone,3272
12775,Stagecoach Group,Tablet,505
12776,Stage Entertainment,Desktop,9
12777,Stage Entertainment,Smartphone,39
12778,Stage Entertainment,Tablet,33
12779,Stanbridge College,Smartphone,10
12780,Standard Bank,Desktop,23
12781,Standard Bank,Smartphone,61
12782,Standard Bank,Tablet,5
12783,Standard Chartered,Desktop,380
12784,Standard Chartered,Smartphone,298
12785,Standard Chartered,Tablet,25
12786,Standard Heating & Air Conditioning- Inc.,Smartphone,2
12787,Standard Heating & Air Conditioning- Inc.,Tablet,1
12788,Stanford Hospital & Clinics,Desktop,4
12789,Stanford Hospital & Clinics,Smartphone,39
12790,Stanford Hospital & Clinics,Tablet,4
12791,Stanford University,Desktop,1
12792,Stanford University,Smartphone,29
12793,Stanford University,Tablet,27
12794,Staples,Desktop,145
12795,Staples,Smartphone,722
12796,Staples,Tablet,159
12797,Starbucks Group,Desktop,7
12798,Starbucks Group,Smartphone,147
12799,Starbucks Group,Tablet,100
12800,Starcom Sp. z o.o.,Desktop,14
12801,Starcom Sp. z o.o.,Smartphone,14
12802,Starcom Sp. z o.o.,Tablet,1
12803,Star Fashion Network,Desktop,36
12804,Star Fashion Network,Smartphone,52
12805,Star Fashion Network,Tablet,5
12806,StarHub,Desktop,48
12807,StarHub,Smartphone,124
12808,StarHub,Tablet,24
12809,Starlight Theatre Association of Kansas City- Inc.,Desktop,22
12810,Starlight Theatre Association of Kansas City- Inc.,Smartphone,62
12811,Starlight Theatre Association of Kansas City- Inc.,Tablet,18
12812,Star Shiners,Desktop,2
12813,Star Shiners,Smartphone,2
12814,Start Up Loans,Desktop,8
12815,Start Up Loans,Smartphone,31
12816,Start Up Loans,Tablet,4
12817,Starwood Motors,Smartphone,1
12818,Stash Investments,Desktop,1
12819,Stash Investments,Smartphone,24
12820,Stash Investments,Tablet,2
12821,State Bank of India,Desktop,3
12822,State Bank of India,Smartphone,6
12823,State Custodians,Desktop,19
12824,State Farm,Desktop,57
12825,State Farm,Smartphone,480
12826,State Farm,Tablet,5
12827,State of Alabama,Smartphone,1
12828,State of California,Desktop,12
12829,State of California,Smartphone,230
12830,State of California,Tablet,57
12831,State of Denmark,Desktop,18
12832,State of Denmark,Smartphone,14
12833,State of Denmark,Tablet,5
12834,State of Florida,Smartphone,76
12835,State of Illinois,Desktop,14
12836,State of Illinois,Smartphone,38
12837,State of Illinois,Tablet,8
12838,State of Michigan,Desktop,3
12839,State of Michigan,Smartphone,58
12840,State of Michigan,Tablet,13
12841,State Of Missouri,Smartphone,2
12842,State Of Missouri,Tablet,1
12843,State Of North Carolina,Smartphone,4
12844,State Of South Dakota,Desktop,1
12845,State Of South Dakota,Smartphone,24
12846,State Of South Dakota,Tablet,1
12847,State Of The Netherlands,Desktop,56
12848,State Of The Netherlands,Smartphone,92
12849,State Of The Netherlands,Tablet,10
12850,Station Casinos,Smartphone,9
12851,Station Casinos,Tablet,2
12852,Statoil,Desktop,11
12853,Statoil,Smartphone,5
12854,Statoil,Tablet,1
12855,STA Travel,Desktop,38
12856,STA Travel,Smartphone,370
12857,STA Travel,Tablet,44
12858,St.Clair Media Group,Smartphone,5
12859,ST & Company,Desktop,2
12860,ST & Company,Smartphone,2
12861,Stealth Angel - 209018619,Desktop,2
12862,Stealth Angel - 209018619,Smartphone,29
12863,Stealth Angel - 209018619,Tablet,4
12864,Steinhoff International Group,Desktop,607
12865,Steinhoff International Group,Smartphone,1692
12866,Steinhoff International Group,Tablet,590
12867,Steinhoff International Holdings,Desktop,324
12868,Steinhoff International Holdings,Smartphone,232
12869,Steinhoff International Holdings,Tablet,58
12870,Steinhoff UK,Desktop,41
12871,Steinhoff UK,Smartphone,191
12872,Steinhoff UK,Tablet,30
12873,Steirische Tourismus,Smartphone,48
12874,Steirische Tourismus,Tablet,2
12875,Stella Fietsen,Desktop,56
12876,Stella Fietsen,Smartphone,152
12877,Stella Fietsen,Tablet,16
12878,Stelly Clothing,Desktop,12
12879,Stelly Clothing,Smartphone,12
12880,Stelly Clothing,Tablet,1
12881,Steve Madden,Desktop,10
12882,Steve Madden,Smartphone,41
12883,Steve Madden,Tablet,1
12884,Stevens-Henager College,Smartphone,1
12885,Stewart-MacDonald Manufacturing Company,Desktop,24
12886,Stewart-MacDonald Manufacturing Company,Tablet,6
12887,STIB,Desktop,2
12888,STIB,Tablet,1
12889,Stiebel Eltron,Desktop,59
12890,Stiebel Eltron,Smartphone,22
12891,Stiebel Eltron,Tablet,15
12892,Stiefelparadies,Desktop,1
12893,Stiefelparadies,Smartphone,1
12894,Stihl Holding,Connected TV,4
12895,Stihl Holding,Desktop,1041
12896,Stihl Holding,Smartphone,330
12897,Stihl Holding,Tablet,130
12898,Stillfront Group,Connected TV,2
12899,Stillfront Group,Desktop,147
12900,Stillfront Group,Smartphone,48
12901,Stillfront Group,Tablet,1
12902,St Jude Children's Research Hospital,Desktop,2
12903,St Jude Children's Research Hospital,Smartphone,15
12904,St Jude Children's Research Hospital,Tablet,2
12905,St. Kitts Tourism Authority,Connected TV,1
12906,St. Kitts Tourism Authority,Desktop,8
12907,St. Kitts Tourism Authority,Smartphone,1
12908,St. Kitts Tourism Authority,Tablet,6
12909,Stockland,Desktop,229
12910,Stockland,Smartphone,272
12911,Stockland,Tablet,35
12912,Stockmann,Desktop,64
12913,Stockmann,Smartphone,44
12914,Stockmann,Tablet,8
12915,StockX,Desktop,149
12916,StockX,Smartphone,676
12917,StockX,Tablet,16
12918,Storck,Desktop,4
12919,Storck,Smartphone,4
12920,Storelli Sports,Desktop,9
12921,Storelli Sports,Smartphone,11
12922,Store Supply Warehouse,Smartphone,2
12923,Store Supply Warehouse,Tablet,1
12924,Stormberg,Desktop,17
12925,Stormberg,Smartphone,20
12926,Stormberg,Tablet,2
12927,Stowarzyszenie SOS Wioski Dzieciece,Desktop,1
12928,Stowe Area Association 1021591,Smartphone,4
12929,St. Petersburg/Clearwater Visitor's Bureau,Smartphone,2
12930,Straightline Advisors,Smartphone,1
12931,Stratasys,Desktop,2
12932,Stratasys,Smartphone,5
12933,Strategic Education,Desktop,22
12934,Strategic Education,Smartphone,12
12935,Strategic Education,Tablet,3
12936,Stratford Festival,Smartphone,2
12937,Stratford Festival,Tablet,1
12938,Stratton Finance,Desktop,8
12939,Stratton Finance,Smartphone,13
12940,Strauss Elite,Desktop,11
12941,Strauss Elite,Smartphone,22
12942,StrawberryNET,Desktop,184
12943,StrawberryNET,Smartphone,74
12944,StrawberryNET,Tablet,77
12945,Streema,Smartphone,4
12946,Stride Gaming,Desktop,3
12947,Stride Gaming,Smartphone,4
12948,Stride Gaming,Tablet,1
12949,Structube Ltée,Desktop,120
12950,Structube Ltée,Smartphone,7
12951,Structube Ltée,Tablet,6
12952,Stuart Bell Sails,Smartphone,3
12953,Student Agency,Desktop,1
12954,Student Agency,Smartphone,2
12955,studienkreis - die nachhilfe-profis,Smartphone,3
12956,Studio Moderna,Connected TV,1
12957,Studio Moderna,Desktop,74
12958,Studio Moderna,Smartphone,77
12959,Studio Moderna,Tablet,28
12960,Studium,Desktop,23
12961,Studium,Smartphone,92
12962,Studium,Tablet,17
12963,Study Group,Desktop,1
12964,Study Group,Smartphone,2
12965,Study Group,Tablet,1
12966,Stuytown,Smartphone,1
12967,Style Craft Homes,Smartphone,23
12968,Style Craft Homes,Tablet,1
12969,StyleRemains,Desktop,144
12970,StyleRemains,Smartphone,242
12971,StyleRemains,Tablet,65
12972,Stylerunner,Desktop,5
12973,Stylerunner,Smartphone,1
12974,StyleTread,Desktop,157
12975,StyleTread,Smartphone,107
12976,StyleTread,Tablet,36
12977,Styria Media Group,Desktop,8
12978,Styria Media Group,Smartphone,2
12979,Styria Media Group,Tablet,2
12980,Subaru Corporation,Desktop,102
12981,Subaru Corporation,Smartphone,327
12982,Subaru Corporation,Tablet,66
12983,Subaru Dealers,Desktop,13
12984,Subaru Dealers,Smartphone,117
12985,Subaru Dealers,Tablet,13
12986,Suburban Collection,Smartphone,1
12987,Sub-Zero,Smartphone,5
12988,Suffolk University,Desktop,1
12989,Suffolk University,Tablet,1
12990,Sugar - sugarinc.com,Smartphone,2
12991,Suitsupply,Desktop,40
12992,Suitsupply,Smartphone,33
12993,Suitsupply,Tablet,3
12994,Sumitomo Mitsui Financial Group,Desktop,19
12995,Sumitomo Mitsui Financial Group,Smartphone,14
12996,Sumitomo Mitsui Trust Holdings,Desktop,3
12997,Sumitomo Mitsui Trust Holdings,Smartphone,52
12998,Sumitomo Mitsui Trust Holdings,Tablet,3
12999,Sumitomo Real Estate,Desktop,3
13000,Sumitomo Real Estate,Smartphone,9
13001,Sumitomo Real Estate,Tablet,1
13002,Summit Racing Equipment,Desktop,16
13003,Summit Racing Equipment,Smartphone,11
13004,Summit Racing Equipment,Tablet,5
13005,Sun Capital Partners,Desktop,327
13006,Sun Capital Partners,Smartphone,349
13007,Sun Capital Partners,Tablet,298
13008,Suncorp Group,Desktop,441
13009,Suncorp Group,Smartphone,214
13010,Suncorp Group,Tablet,49
13011,Sundaram Finance,Desktop,2
13012,Sundaram Finance,Smartphone,1
13013,Sundio Group,Desktop,329
13014,Sundio Group,Smartphone,259
13015,Sundio Group,Tablet,97
13016,SUN Education Group,Smartphone,1
13017,Sun Express,Desktop,9
13018,Sun Express,Smartphone,3
13019,Sun Express,Tablet,2
13020,Sungevity,Smartphone,6
13021,Sungy Mobile,Smartphone,27
13022,Sun Life Financial,Smartphone,4
13023,Sunovion,Smartphone,82
13024,Sunovion,Tablet,3
13025,Sunpower Corporation,Desktop,4
13026,Sunpower Corporation,Smartphone,19
13027,Sunrise Communications Group,Desktop,5
13028,Sunrise Communications Group,Smartphone,8
13029,Sunrise Senior Living,Desktop,18
13030,Sunrise Senior Living,Smartphone,49
13031,Sunrise Senior Living,Tablet,32
13032,SunRun,Smartphone,1
13033,Sun & Sand Sports,Smartphone,4
13034,Sun & Ski Sports,Desktop,29
13035,Sun & Ski Sports,Smartphone,99
13036,Sun & Ski Sports,Tablet,4
13037,Suntory,Desktop,12
13038,Suntory,Smartphone,14
13039,Suntory,Tablet,2
13040,SunTrust Banks,Desktop,5
13041,SunTrust Banks,Smartphone,153
13042,SunTrust Banks,Tablet,16
13043,Sun Valley Resort,Smartphone,3
13044,Super Cheap Storage,Smartphone,2
13045,Superfire Group,Desktop,11
13046,Superfire Group,Smartphone,6
13047,Superfire Group,Tablet,3
13048,SuperGroup,Connected TV,1
13049,SuperGroup,Desktop,108
13050,SuperGroup,Smartphone,1264
13051,SuperGroup,Tablet,95
13052,SuperJeweler,Desktop,15
13053,SuperJeweler,Smartphone,66
13054,SuperJeweler,Tablet,10
13055,Superpharm,Desktop,18
13056,Superpharm,Smartphone,26
13057,Superpharm,Tablet,12
13058,Superpratik Bilgi Teknolojileri,Smartphone,1
13059,Super Retail Group,Desktop,126
13060,Super Retail Group,Smartphone,120
13061,Super Retail Group,Tablet,34
13062,SuperVista,Connected TV,1
13063,SuperVista,Desktop,442
13064,SuperVista,Smartphone,1799
13065,SuperVista,Tablet,333
13066,Supply,Smartphone,1
13067,SupplyHouse,Desktop,2
13068,SupplyHouse,Smartphone,2
13069,Supragenix,Smartphone,3
13070,Surest,Smartphone,19
13071,Surest,Tablet,3
13072,SureTrader,Desktop,2
13073,SureTrader,Smartphone,1
13074,SureTrader,Tablet,12
13075,SurfMyAds.com,Desktop,1
13076,SurfMyAds.com,Smartphone,1
13077,SurfStitch Group,Desktop,371
13078,SurfStitch Group,Smartphone,103
13079,SurfStitch Group,Tablet,5
13080,SurveyMonkey,Desktop,77
13081,SurveyMonkey,Smartphone,397
13082,SurveyMonkey,Tablet,29
13083,Survey Monkey,Desktop,2
13084,Survey Monkey,Smartphone,10
13085,Sussan,Desktop,105
13086,Sussan,Smartphone,27
13087,Sussan,Tablet,19
13088,Sussex Publishers,Desktop,18
13089,Sussex Publishers,Smartphone,31
13090,Sussex Publishers,Tablet,5
13091,Sutas Sut Urunleri,Desktop,1
13092,Suzuki Dealers,Smartphone,10
13093,Suzuki Motor Corporation,Connected TV,1
13094,Suzuki Motor Corporation,Desktop,747
13095,Suzuki Motor Corporation,Smartphone,2151
13096,Suzuki Motor Corporation,Tablet,841
13097,Svea Ekonomi AB,Desktop,4
13098,Svea Ekonomi AB,Smartphone,13
13099,Svenska Cellulosa Aktiebolaget SCA,Desktop,37
13100,Svenska Cellulosa Aktiebolaget SCA,Smartphone,95
13101,Svenska Cellulosa Aktiebolaget SCA,Tablet,16
13102,Svyaznoy,Desktop,1
13103,Svyaznoy,Tablet,2
13104,Swanson Health Products,Desktop,13
13105,Swanson Health Products,Smartphone,25
13106,Swanson Health Products,Tablet,6
13107,Swarovski Group,Connected TV,1
13108,Swarovski Group,Desktop,1569
13109,Swarovski Group,Smartphone,2275
13110,Swarovski Group,Tablet,495
13111,Swedbank Group,Desktop,11
13112,Swedbank Group,Smartphone,3
13113,Swedish Government,Desktop,31
13114,Swedish Government,Smartphone,10
13115,Swedish Government,Tablet,1
13116,Sweetwater Sound,Desktop,55
13117,Sweetwater Sound,Smartphone,28
13118,Sweetwater Sound,Tablet,6
13119,SwimOutlet.com,Desktop,22
13120,SwimOutlet.com,Smartphone,55
13121,SwimOutlet.com,Tablet,4
13122,Swimwear Galore,Desktop,2
13123,Swinburne University,Desktop,6
13124,Swinburne University,Smartphone,21
13125,Swire,Desktop,138
13126,Swire,Smartphone,70
13127,Swire,Tablet,19
13128,SWISSAID,Desktop,1
13129,SWISSAID,Smartphone,1
13130,Swisscom,Desktop,270
13131,Swisscom,Smartphone,259
13132,Swisscom,Tablet,61
13133,Swiss Government,Desktop,101
13134,Swiss Government,Smartphone,100
13135,Swiss Government,Tablet,17
13136,Swiss Media Group,Desktop,107
13137,Swiss Media Group,Smartphone,104
13138,Swiss Media Group,Tablet,1
13139,Swiss Sense,Desktop,19
13140,Swiss Sense,Smartphone,36
13141,Swiss Sense,Tablet,15
13142,Switch My Business,Desktop,49
13143,Switch My Business,Smartphone,220
13144,Switch My Business,Tablet,72
13145,SWK,Smartphone,2
13146,SWP Holdings,Smartphone,25
13147,SWP Holdings,Tablet,1
13148,Sycamore Partners,Smartphone,24
13149,Sycamore Partners,Tablet,4
13150,Sydney Street Boutique,Desktop,2
13151,Sydney Street Boutique,Smartphone,2
13152,Sydney Street Boutique,Tablet,1
13153,Sydney Symphony Orchestra,Desktop,18
13154,Sydney Symphony Orchestra,Smartphone,45
13155,Sydney Theatre,Desktop,3
13156,Sydney Theatre,Smartphone,100
13157,Sydney Theatre,Tablet,4
13158,Sykes Cottages,Desktop,1558
13159,Sykes Cottages,Smartphone,2343
13160,Sykes Cottages,Tablet,1030
13161,Sylvan Learning,Smartphone,1
13162,Symantec,Desktop,113
13163,Symantec,Smartphone,206
13164,Symantec,Tablet,34
13165,Symphony Technology Group,Desktop,1
13166,Symphony Technology Group,Smartphone,2
13167,Synchrony Financial,Desktop,14
13168,Synchrony Financial,Smartphone,331
13169,Synchrony Financial,Tablet,19
13170,Synergy Group,Desktop,3
13171,Synergy Group,Smartphone,1
13172,Synergy University,Desktop,1
13173,Synergy University,Smartphone,17
13174,Syngenta,Desktop,1
13175,Syngenta,Smartphone,1
13176,Syngenta,Tablet,28
13177,Synoptik,Desktop,9
13178,Synoptik,Smartphone,70
13179,Synoptik,Tablet,3
13180,Synovus Financial,Smartphone,2
13181,Synsam Drifts AB,Smartphone,3
13182,SysAid,Desktop,15
13183,SysAid,Smartphone,62
13184,SysAid,Tablet,40
13185,Systemax,Desktop,52
13186,Systemax,Smartphone,1
13187,Systemax,Tablet,5
13188,Systeme U Centrale Nationale,Desktop,715
13189,Systeme U Centrale Nationale,Smartphone,4
13190,Systeme U Centrale Nationale,Tablet,57
13191,Szallas.hu,Desktop,3
13192,Szallas.hu,Smartphone,7
13193,Szallas.hu,Tablet,1
13194,Szkla.com,Desktop,14
13195,Szkla.com,Smartphone,11
13196,Szkla.com,Tablet,1
13197,Tabcom,Desktop,1
13198,Tabcom,Smartphone,2
13199,Tabcom,Tablet,1
13200,Tabcorp Holdings,Desktop,91
13201,Tabcorp Holdings,Smartphone,314
13202,Tabcorp Holdings,Tablet,32
13203,Tableau Software,Desktop,274
13204,Tableau Software,Smartphone,13
13205,Tableau Software,Tablet,59
13206,Taekwang Industrial,Desktop,1
13207,Tahiti Tourism,Desktop,190
13208,Tahiti Tourism,Smartphone,218
13209,Tahiti Tourism,Tablet,84
13210,Tailor4Less,Desktop,27
13211,Tailor4Less,Smartphone,77
13212,Tailor4Less,Tablet,12
13213,Tailored Brands,Desktop,1
13214,Tailored Brands,Smartphone,194
13215,Tailored Brands,Tablet,5
13216,TAKAMI LABO,Desktop,1
13217,Takashimaya,Desktop,1
13218,Takeaway.com,Desktop,34
13219,Takeaway.com,Smartphone,139
13220,Takeaway.com,Tablet,10
13221,Takeda Pharmaceutical,Desktop,7
13222,Takeda Pharmaceutical,Smartphone,559
13223,Takeda Pharmaceutical,Tablet,15
13224,Take Two Interactive,Desktop,70
13225,Take Two Interactive,Smartphone,4
13226,Take Two Interactive,Tablet,5
13227,Takeya,Desktop,18
13228,Takeya,Smartphone,4
13229,Ta Lang Zhe,Desktop,81
13230,Ta Lang Zhe,Smartphone,635
13231,Ta Lang Zhe,Tablet,196
13232,Talend,Desktop,11
13233,Talend,Smartphone,5
13234,TalkTalk Group,Desktop,260
13235,TalkTalk Group,Smartphone,586
13236,TalkTalk Group,Tablet,137
13237,Tallink Grupp,Desktop,8
13238,Tallink Grupp,Smartphone,10
13239,Tallink Grupp,Tablet,2
13240,Tam Beauty,Desktop,27
13241,Tam Beauty,Smartphone,111
13242,Tam Beauty,Tablet,13
13243,Tamedia,Desktop,158
13244,Tamedia,Smartphone,168
13245,Tamedia,Tablet,34
13246,Tangoya Holdings,Smartphone,2
13247,tap4fun,Smartphone,349
13248,tap4fun,Tablet,2
13249,Tape A L'oeil,Desktop,2
13250,Tape A L'oeil,Smartphone,7
13251,TAPE A L OEIL,Smartphone,14
13252,TAPE A L OEIL,Tablet,2
13253,Tapestry- Inc.,Desktop,475
13254,Tapestry- Inc.,Smartphone,2238
13255,Tapestry- Inc.,Tablet,390
13256,TAP Portugal,Desktop,17
13257,TAP Portugal,Smartphone,16
13258,TAP Portugal,Tablet,2
13259,TAP Publishing,Smartphone,2
13260,Target,Desktop,2036
13261,Target,Smartphone,421
13262,Target,Tablet,596
13263,TARIFCHECK24,Smartphone,2
13264,TARIFCHECK24,Tablet,1
13265,tarife.at,Smartphone,1
13266,Tarte Cosmetics,Desktop,1
13267,Tarte Cosmetics,Smartphone,1
13268,Taschenkaufhaus,Desktop,2
13269,Taschenkaufhaus,Smartphone,1
13270,Taschenkaufhaus,Tablet,1
13271,Tasko Products,Desktop,1
13272,Tasko Products,Smartphone,5
13273,Tata Group,Desktop,346
13274,Tata Group,Smartphone,1371
13275,Tata Group,Tablet,145
13276,Tata Sky,Desktop,5
13277,Tata Sky,Smartphone,18
13278,Tate,Desktop,1
13279,Tate,Smartphone,26
13280,TATI Agora Distribution,Desktop,3
13281,TATI Agora Distribution,Smartphone,11
13282,Tatilsepeti.com,Smartphone,5
13283,Tausendkind,Desktop,9
13284,Tausendkind,Smartphone,12
13285,Tausendkind,Tablet,2
13286,Taylor Corporation,Desktop,182
13287,Taylor Corporation,Smartphone,101
13288,Taylor Corporation,Tablet,29
13289,Taylored Investments,Desktop,40
13290,Taylored Investments,Smartphone,56
13291,Taylored Investments,Tablet,60
13292,Taylor Wimpey,Desktop,142
13293,Taylor Wimpey,Smartphone,2443
13294,Taylor Wimpey,Tablet,137
13295,TBA-nameconflict3761,Smartphone,1
13296,TBC Corporation,Desktop,21
13297,TBC Corporation,Smartphone,96
13298,TBC Corporation,Tablet,5
13299,TBC Group,Smartphone,1
13300,Tbdress,Desktop,14
13301,Tbdress,Smartphone,48
13302,Tbdress,Tablet,2
13303,TCC Group,Desktop,29
13304,TCC Group,Smartphone,184
13305,TCC Group,Tablet,21
13306,TCL,Desktop,8
13307,TCL,Smartphone,167
13308,TCL,Tablet,13
13309,TCP Global,Desktop,1
13310,TCP Global,Smartphone,3
13311,TCS Touring Club Schweiz,Desktop,3
13312,TCS Touring Club Schweiz,Smartphone,1
13313,TCS Touring Club Schweiz,Tablet,5
13314,Td Ameritrade Holding Corporation,Desktop,3
13315,Td Ameritrade Holding Corporation,Smartphone,4
13316,Td Ameritrade Holding Corporation,Tablet,1
13317,TD Bank Group,Desktop,26
13318,TD Bank Group,Smartphone,46
13319,TD Bank Group,Tablet,16
13320,TDC Group,Desktop,2
13321,TDC Group,Smartphone,5
13322,TDC Group,Tablet,1
