,advertiser,devicecategory,count
800,Analog Devices,Desktop,8
801,Analog Devices,Smartphone,44
802,Analog Devices,Tablet,4
803,Ananda Development,Smartphone,4
804,AN & Associates,Desktop,100
805,AN & Associates,Smartphone,95
806,AN & Associates,Tablet,16
807,Ancestry.com,Desktop,63
808,Ancestry.com,Smartphone,92
809,Ancestry.com,Tablet,26
810,Andersen,Desktop,1
811,Andersen,Smartphone,37
812,Andersen,Tablet,2
813,Andromeda games,Desktop,1
814,Angel Broking,Smartphone,1
815,Angelies Koundou,Smartphone,9
816,Angelies Koundou,Tablet,127
817,Angelini Group,Desktop,2
818,Angelini Group,Smartphone,19
819,Angelini Group,Tablet,1
820,Angel Publishing,Desktop,22
821,Angel Publishing,Tablet,8
822,Anheuser-Busch InBev,Desktop,18
823,Anheuser-Busch InBev,Smartphone,14
824,Anheuser-Busch InBev,Tablet,5
825,Animal Behavior College,Desktop,5
826,Anita Online,Desktop,2
827,Ani Technologies,Desktop,1
828,Ani Technologies,Smartphone,429
829,An Post,Desktop,59
830,An Post,Smartphone,1330
831,An Post,Tablet,33
832,Anschutz Corporation,Desktop,10
833,Anschutz Corporation,Smartphone,267
834,Anschutz Corporation,Tablet,11
835,antennadeals,Smartphone,6
836,Anthon B Nilsen,Desktop,4
837,Anthon B Nilsen,Smartphone,31
838,Antonioli,Desktop,60
839,Antonioli,Smartphone,7
840,Antonioli,Tablet,10
841,ANWB,Desktop,67
842,ANWB,Smartphone,41
843,ANWB,Tablet,8
844,Anytime Fitness,Desktop,113
845,Anytime Fitness,Smartphone,9
846,Anytime Fitness,Tablet,3
847,Anyvan,Desktop,37
848,Anyvan,Smartphone,9
849,A&O Hotels & Hostels Holding,Desktop,7
850,A&O Hotels & Hostels Holding,Smartphone,7
851,A&O Hotels & Hostels Holding,Tablet,2
852,Ao Ji,Desktop,4
853,Ao Ji,Smartphone,2347
854,Ao Ji,Tablet,127
855,AOK,Smartphone,2
856,Aoki,Desktop,1
857,A. O. Smith,Desktop,290
858,A. O. Smith,Smartphone,99
859,A. O. Smith,Tablet,56
860,Apax Partners,Connected TV,1
861,Apax Partners,Desktop,458
862,Apax Partners,Smartphone,298
863,Apax Partners,Tablet,102
864,Apex Hotels,Desktop,3
865,Apex Hotels,Smartphone,111
866,Apex Hotels,Tablet,9
867,Aphrodite,Desktop,1
868,Aphrodite,Smartphone,1
869,Aphrodite,Tablet,1
870,A.P. Moller - Maersk Group,Smartphone,1
871,Apollo Education Group,Desktop,14
872,Apollo Education Group,Smartphone,138
873,Apollo Education Group,Tablet,19
874,Apollo Global Management,Desktop,105
875,Apollo Global Management,Smartphone,1372
876,Apollo Global Management,Tablet,232
877,Apollo Tyres,Desktop,3
878,Apollo Tyres,Smartphone,50
879,Apollo Tyres,Tablet,1
880,Appart’City,Desktop,7
881,Appart’City,Smartphone,2
882,Apple,Desktop,4
883,Apple,Smartphone,4862
884,Apple,Tablet,1334
885,Apple Leisure Group,Desktop,160
886,Apple Leisure Group,Smartphone,424
887,Apple Leisure Group,Tablet,209
888,AppliancePartsPros.com,Smartphone,1
889,Appliances Online (AU),Smartphone,5
890,Appliances Online (AU),Tablet,1
891,Applica Consumer Products,Smartphone,2
892,Applied Linguistics,Desktop,496
893,Applied Linguistics,Smartphone,183
894,Appvertise LTD,Desktop,12
895,Appvertise LTD,Smartphone,19
896,Appvertise LTD,Tablet,2
897,April Assurances,Smartphone,1
898,apropos tectonic ltd,Desktop,23
899,apropos tectonic ltd,Smartphone,17
900,apropos tectonic ltd,Tablet,13
901,Apro Service Group,Smartphone,2
902,Aquamat,Desktop,3
903,Aquamat,Smartphone,1
904,Aramis Auto,Tablet,1
905,Aran Sweater Market,Desktop,49
906,Aran Sweater Market,Smartphone,24
907,Aran Sweater Market,Tablet,7
908,Arbeitsschutz-Express,Desktop,4
909,Arbeitsschutz-Express,Smartphone,2
910,Arbeitsschutz-Express,Tablet,1
911,ArcadeHall.com,Smartphone,2
912,Arcadia Group,Desktop,545
913,Arcadia Group,Smartphone,12693
914,Arcadia Group,Tablet,1002
915,ARCANE INDUSTRIES,Desktop,3
916,ARCANE INDUSTRIES,Smartphone,2
917,Arcapita Bank BSC,Smartphone,22
918,ArcBest Corporation,Smartphone,2
919,ArcBest Corporation,Tablet,1
920,Archant,Desktop,4
921,Archant,Smartphone,5
922,Archant,Tablet,7
923,Ardent Leisure,Desktop,30
924,Ardent Leisure,Smartphone,19
925,Ardent Leisure,Tablet,3
926,Ardmore Advertising,Desktop,13
927,Ardmore Advertising,Smartphone,13
928,Ardmore Advertising,Tablet,3
929,ARD ZDF,Desktop,6
930,ARD ZDF,Smartphone,2
931,ARD ZDF,Tablet,4
932,Arezzo&Co,Desktop,32
933,Arezzo&Co,Smartphone,7
934,Arezzo&Co,Tablet,2
935,Argos Holdings,Desktop,8
936,Argos Holdings,Smartphone,1204
937,Argos Holdings,Tablet,17
938,Argus Interactive,Desktop,2
939,Ariens,Smartphone,2
940,Ariens,Tablet,4
941,Arizona State University,Desktop,2
942,Arizona State University,Smartphone,13
943,Arizona State University,Tablet,1
944,Arkéa Assistance,Desktop,1
945,Arkéa Assistance,Tablet,1
946,Arla Foods,Desktop,218
947,Arla Foods,Smartphone,384
948,Arla Foods,Tablet,33
949,Armed Forces Gear,Desktop,1
950,Armed Forces Gear,Smartphone,5
951,Arnold Clark Automobiles,Desktop,721
952,Arnold Clark Automobiles,Smartphone,2587
953,Arnold Clark Automobiles,Tablet,704
954,ARRIS,Desktop,2
955,ARRIS,Smartphone,2
956,Arrow Electronics,Desktop,33
957,Arrow Electronics,Smartphone,67
958,Arrow Electronics,Tablet,88
959,Artal Group,Desktop,136
960,Artal Group,Smartphone,86
961,Artal Group,Tablet,61
962,Art.com,Desktop,1
963,ARTDECO cosmetic,Tablet,1
964,Artgeist,Desktop,1
965,Artgeist,Smartphone,1
966,Article,Smartphone,4
967,Artix Entertainment,Smartphone,1
968,Artsana,Desktop,15
969,Artsana,Smartphone,15
970,Artsana,Tablet,7
971,Artwizz GmbH,Desktop,3
972,Artwizz GmbH,Smartphone,5
973,Artwizz GmbH,Tablet,2
974,Aruba Tourism Authority,Smartphone,3
975,Aruba Tourism Authority,Tablet,1
976,Arvind Products,Desktop,6
977,Arvind Products,Smartphone,6
978,Aryom Grup,Smartphone,1
979,A.S. Adventure Group,Connected TV,2
980,A.S. Adventure Group,Desktop,332
981,A.S. Adventure Group,Smartphone,461
982,A.S. Adventure Group,Tablet,161
983,Asahi Group Holdings,Desktop,2
984,Asana,Desktop,569
985,Asana,Smartphone,1700
986,Asana,Tablet,298
987,ASAP Ventures,Desktop,13
988,ASAP Ventures,Smartphone,12
989,ASAP Ventures,Tablet,1
990,Ascena Retail Group,Desktop,41
991,Ascena Retail Group,Smartphone,145
992,Ascena Retail Group,Tablet,9
993,Ascensus Broker Dealer Services,Smartphone,1
994,AS Eesti Meedia,Desktop,2
995,AS Eesti Meedia,Smartphone,3
996,Asesor Consumer Services,Desktop,1
997,AS GOOD AS NEW,Tablet,2
998,Ashford.com,Desktop,1
999,Ashford.com,Smartphone,1
1000,Ashley Furniture Industries,Desktop,3
1001,Ashley Furniture Industries,Smartphone,332
1002,Ashley Furniture Industries,Tablet,18
1003,ashleystewart,Smartphone,2
1004,Ashworth College,Desktop,1
1005,Ashworth College,Smartphone,8
1006,Ashworth College,Tablet,100
1007,Asia Konteyner,Tablet,2
1008,Asiana,Desktop,5
1009,Asiana,Smartphone,2
1010,Asiapac Net Media,Desktop,127
1011,Asiapac Net Media,Smartphone,330
1012,Asiapac Net Media,Tablet,38
1013,ASICS Corporation,Desktop,17
1014,ASICS Corporation,Smartphone,119
1015,ASICS Corporation,Tablet,1
1016,Askaprice.com,Smartphone,1
1017,AskBongo,Smartphone,234
1018,Ask Now,Smartphone,1
1019,Askul,Desktop,10
1020,Askul,Smartphone,1
1021,ASL Aviation Group,Desktop,30
1022,ASL Aviation Group,Smartphone,20
1023,ASL Aviation Group,Tablet,3
1024,A&S Marketing,Desktop,7
1025,A&S Marketing,Smartphone,93
1026,A&S Marketing,Tablet,6
1027,asos.com,Desktop,212
1028,asos.com,Smartphone,212
1029,asos.com,Tablet,21
1030,ASPCA,Desktop,7
1031,Aspen Dental,Smartphone,3
1032,Aspen Skiing Company,Desktop,109
1033,Aspose Pty Ltd,Desktop,5
1034,Aspose Pty Ltd,Smartphone,2
1035,Aspose Pty Ltd,Tablet,4
1036,ASR,Desktop,2
1037,ASR,Smartphone,9
1038,ASR,Tablet,2
1039,Assa Abloy AB,Desktop,1
1040,Assa Abloy AB,Smartphone,6
1041,Assist Card,Desktop,7
1042,Associated British Foods,Desktop,1
1043,Associated British Foods,Tablet,2
1044,Association Familiale Mulliez,Desktop,792
1045,Association Familiale Mulliez,Smartphone,1548
1046,Association Familiale Mulliez,Tablet,505
1047,ASSOCIATION FRANCE ALZHEIMER,Desktop,3
1048,ASSOCIATION FRANCE ALZHEIMER,Tablet,1
1049,Association of Accounting Technicians,Connected TV,1
1050,Association of Accounting Technicians,Desktop,540
1051,Association of Accounting Technicians,Smartphone,276
1052,Association of Accounting Technicians,Tablet,745
1053,Association of Equipment Manufacturers,Smartphone,1
1054,Assurant,Desktop,37
1055,Assurant,Smartphone,18
1056,Assurant,Tablet,3
1057,Astamuse,Desktop,1
1058,Astcom Bilgisayar Pc Altyapı Hizmetleri - 102904909,Smartphone,1
1059,Astellas Pharma,Desktop,9
1060,Astellas Pharma,Smartphone,19
1061,Astellas Pharma,Tablet,1
1062,Aston Martin,Desktop,15
1063,Aston Martin,Smartphone,13
1064,Aston Martin,Tablet,4
1065,Astratex,Desktop,29
1066,Astratex,Smartphone,11
1067,Astratex,Tablet,2
1068,AstraZeneca,Desktop,28
1069,AstraZeneca,Smartphone,31
1070,AstraZeneca,Tablet,22
1071,Astro,Desktop,15
1072,Astro,Smartphone,26
1073,Astrology Ace,Desktop,1
1074,Asuka,Desktop,1
1075,Asus,Desktop,99
1076,Asus,Smartphone,391
1077,Asus,Tablet,60
1078,Ata Holding,Desktop,3
1079,Atasun Optik Perakende Ticaret,Desktop,3
1080,ATCOenergy,Desktop,14
1081,ATCOenergy,Tablet,11
1082,Atea,Smartphone,1
1083,Ateam Inc,Smartphone,5
1084,Ateam Inc,Tablet,1
1085,Ateco Automotive,Desktop,434
1086,Ateco Automotive,Smartphone,18
1087,Ateco Automotive,Tablet,6
1088,Atelier Goldener Schnitt,Tablet,1
1089,Athabasca University,Desktop,71
1090,Athabasca University,Smartphone,4
1091,Athabasca University,Tablet,3
1092,AthenaHealth,Smartphone,22
1093,AthenaHealth,Tablet,1
1094,At Home,Smartphone,1
1095,atHome Lux,Desktop,140
1096,atHome Lux,Smartphone,56
1097,atHome Lux,Tablet,23
1098,Atkins Nutritionals,Desktop,8
1099,Atkins Nutritionals,Smartphone,4
1100,Atkins Nutritionals,Tablet,1
1101,Atlantic Broadband,Smartphone,1
1102,Atlantic International University,Desktop,11
1103,Atlantic International University,Smartphone,10
1104,Atlantic International University,Tablet,1
1105,Atlantic Shopping,Desktop,59
1106,Atlantic Shopping,Smartphone,35
1107,Atlantic Shopping,Tablet,22
1108,Atlas For Men,Desktop,17
1109,Atlas For Men,Smartphone,4
1110,Atlas For Men,Tablet,9
1111,atlasformen.ru,Smartphone,1
1112,Atlassian,Connected TV,23
1113,Atlassian,Desktop,4812
1114,Atlassian,Smartphone,35
1115,Atlassian,Tablet,4
1116,ATOC,Desktop,603
1117,ATOC,Smartphone,1087
1118,ATOC,Tablet,699
1119,ATOLL,Smartphone,1
1120,Atradius,Smartphone,2
1121,Atrapalo,Desktop,1
1122,Atrapalo,Smartphone,3
1123,Atria Convergence Technologies,Desktop,16
1124,Atria Convergence Technologies,Smartphone,20
1125,Atria Convergence Technologies,Tablet,1
1126,AT&T,Desktop,437
1127,AT&T,Smartphone,1199
1128,AT&T,Tablet,119
1129,Attilio Giusti Leombruni,Smartphone,2
1130,Attukal Bhagavathy Temple Trust,Smartphone,4
1131,ATU,Smartphone,6
1132,Audibene,Desktop,1
1133,Audibene,Smartphone,3
1134,Audibene,Tablet,2
1135,Audi Dealers,Desktop,354
1136,Audi Dealers,Smartphone,217
1137,Audi Dealers,Tablet,292
1138,Audivox,Desktop,1
1139,Auer Packaging,Desktop,5
1140,Augustinians Of The Assumption,Smartphone,10
1141,Augustinians Of The Assumption,Tablet,3
1142,Aurora Fashions,Desktop,34
1143,Aurora Fashions,Smartphone,20
1144,Aurora Fashions,Tablet,5
1145,Aurum Holdings,Connected TV,1
1146,Aurum Holdings,Desktop,503
1147,Aurum Holdings,Smartphone,4633
1148,Aurum Holdings,Tablet,900
1149,Auslogics Labs,Desktop,1
1150,Auspac Sources,Desktop,19
1151,Auspac Sources,Smartphone,17
1152,Auspac Sources,Tablet,5
1153,Australian Credit and Finance,Desktop,9
1154,Australian Diamond Portfolio,Desktop,317
1155,Australian Diamond Portfolio,Smartphone,46
1156,Australian Diamond Portfolio,Tablet,27
1157,Australia & New Zealand Banking Group,Desktop,7
1158,Australia & New Zealand Banking Group,Smartphone,186
1159,Australia & New Zealand Banking Group,Tablet,1
1160,Australian Institute of Personal Trainers,Smartphone,2
1161,Australian Insurance Holdings,Connected TV,1
1162,Australian Insurance Holdings,Desktop,2083
1163,Australian Insurance Holdings,Smartphone,773
1164,Australian Insurance Holdings,Tablet,74
1165,Australian Pacific Touring,Desktop,9
1166,Australian Pacific Touring,Smartphone,1
1167,Australian Pacific Touring,Tablet,3
1168,Australian Pharmaceutical Industries,Desktop,65
1169,Australian Pharmaceutical Industries,Smartphone,167
1170,Australian Pharmaceutical Industries,Tablet,16
1171,Australian Rugby Union,Smartphone,1
1172,Australian Unity,Desktop,1
1173,Australian Unity,Smartphone,2
1174,Australian Unity,Tablet,1
1175,Australia Pacific Airports Melbourne,Smartphone,3
1176,Australia Pacific Airports Melbourne,Tablet,2
1177,Australia Post,Desktop,129
1178,Australia Post,Smartphone,654
1179,Australia Post,Tablet,82
1180,Authentic feet,Desktop,1
1181,Autobacs Seven,Smartphone,4
1182,Autobiz,Smartphone,3
1183,Auto Body Toolmart,Smartphone,1
1184,Autobytel,Smartphone,187
1185,Autobytel,Tablet,5
1186,Auto Canada,Desktop,1
1187,Auto Canada,Smartphone,2
1188,Auto Canada,Tablet,1
1189,Autodesk,Desktop,244
1190,Autodesk,Smartphone,33
1191,Autodesk,Tablet,13
1192,Autodoc,Desktop,78
1193,Autodoc,Smartphone,212
1194,Autodoc,Tablet,95
1195,autodromo,Desktop,1
1196,autodromo,Smartphone,1
1197,Auto Europe,Desktop,133
1198,Auto Europe,Smartphone,17
1199,Auto Europe,Tablet,32
1200,auto finesse,Desktop,8
1201,auto finesse,Smartphone,19
1202,auto finesse,Tablet,50
1203,autohaus adelbert moll gmbh & co kg,Smartphone,136
1204,autohaus adelbert moll gmbh & co kg,Tablet,2
1205,Auto Ies,Desktop,1
1206,Auto Ies,Smartphone,1
1207,Automattic,Desktop,21
1208,Automattic,Smartphone,5
1209,AutoNation,Smartphone,7
1210,Autorama,Smartphone,1
1211,Autovolo Ltd,Desktop,3
1212,Autovolo Ltd,Smartphone,19
1213,Autovolo Ltd,Tablet,5
1214,AutoZone,Desktop,1
1215,AutoZone,Smartphone,9
1216,AutoZone,Tablet,2
1217,AvaGroup,Desktop,2
1218,Avalara,Smartphone,14
1219,Avanis,Desktop,3
1220,Avanis,Smartphone,8
1221,Avanis,Tablet,1
1222,Avanquest,Desktop,12
1223,Avanquest,Smartphone,38
1224,Avantrip.com,Desktop,1
1225,Avanza Bank Holding,Desktop,4
1226,Avanza Bank Holding,Smartphone,18
1227,Avast,Desktop,48
1228,Avast,Smartphone,43
1229,Avast,Tablet,3
1230,Aveo Group,Desktop,1
1231,Aveo Group,Smartphone,2
1232,Aveo Group,Tablet,1
1233,Aveont,Desktop,1
1234,Aveont,Smartphone,1
1235,Aveont,Tablet,1
1236,Averett University,Tablet,1
1237,avex,Desktop,4
1238,avex,Smartphone,11
1239,Avianca,Desktop,12
1240,Avianca,Smartphone,67
1241,Avianca,Tablet,10
1242,Aviapromstal,Desktop,1
1243,AviaSales.ru,Desktop,7
1244,AviaSales.ru,Smartphone,5
1245,Aviation Institute of Maintenance,Smartphone,19
1246,Aviation Institute of Maintenance,Tablet,1
1247,Avida RV Dealerships,Desktop,28
1248,Avida RV Dealerships,Tablet,2
1249,Avinor,Desktop,13
1250,Avinor,Tablet,3
1251,Avira,Desktop,1
1252,Avis Budget Group,Desktop,847
1253,Avis Budget Group,Smartphone,1384
1254,Avis Budget Group,Tablet,87
1255,Aviva,Desktop,134
1256,Aviva,Smartphone,79
1257,Aviva,Tablet,32
1258,Avnet,Desktop,1
1259,Avocado Mattress,Smartphone,158
1260,Avocado Mattress,Tablet,3
1261,Avon Products,Desktop,7
1262,Avon Products,Smartphone,35
1263,Avon Products,Tablet,6
1264,AV Projektai,Desktop,1
1265,Avsmedia,Smartphone,28
1266,Avsmedia,Tablet,2
1267,Avus Capital,Desktop,13
1268,Avus Capital,Smartphone,745
1269,Avus Capital,Tablet,4
1270,AW3 Global,Desktop,41
1271,AW3 Global,Smartphone,75
1272,AW3 Global,Tablet,4
1273,Awards Intelligence,Smartphone,9
1274,Awards Intelligence,Tablet,4
1275,Awareness Technologies,Smartphone,5
1276,AXA Group,Desktop,245
1277,AXA Group,Smartphone,57
1278,AXA Group,Tablet,10
1279,Axel Johnson,Desktop,101
1280,Axel Johnson,Smartphone,62
1281,Axel Johnson,Tablet,26
1282,Axel Springer,Connected TV,1
1283,Axel Springer,Desktop,1893
1284,Axel Springer,Smartphone,2461
1285,Axel Springer,Tablet,398
1286,Axe Wellness,Desktop,4
1287,Axe Wellness,Smartphone,1
1288,Axis Bank,Smartphone,15
1289,AXS TV,Desktop,2
1290,AXS TV,Smartphone,15
1291,AXS TV,Tablet,1
1292,Ayala Group,Desktop,29
1293,Ayala Group,Smartphone,26
1294,Ayala Group,Tablet,1
1295,Ayana Resort & Spa,Desktop,18
1296,Ayana Resort & Spa,Smartphone,141
1297,Ayana Resort & Spa,Tablet,11
1298,Aza Group (azagroup.eu),Desktop,1
1299,Azimo,Smartphone,4
1300,Azizi Developments,Smartphone,1
1301,Azrieli Holdings,Desktop,15
1302,Azrieli Holdings,Smartphone,8
1303,Azrieli Holdings,Tablet,1
1304,Azul,Desktop,3
1305,Azura Home Design,Desktop,7
1306,Azura Home Design,Smartphone,1
1307,Azura Home Design,Tablet,4
1308,B2W Companhia Digital,Desktop,102
1309,B2W Companhia Digital,Smartphone,5
1310,B2W Companhia Digital,Tablet,3
1311,B4A Comercio De Cosmeticos E Servicos,Smartphone,18
1312,Baby en Tiener,Smartphone,1
1313,Bacardi,Desktop,30
1314,Bacardi,Smartphone,11
1315,Bacardi,Tablet,2
1316,BAC-Credomatic Network,Desktop,61
1317,BAC-Credomatic Network,Smartphone,18
1318,BAC-Credomatic Network,Tablet,7
1319,Badoo,Desktop,7
1320,Badoo,Smartphone,750
1321,Badoo,Tablet,3
1322,Bag Borrow or Steal,Desktop,1
1323,Bag Borrow or Steal,Smartphone,1
1324,Bahia Principe,Smartphone,1
1325,Baidu,Desktop,2
1326,Baidu,Smartphone,108
1327,Baidu,Tablet,76
1328,Baileigh Industrial,Desktop,78
1329,Baileigh Industrial,Smartphone,13
1330,Baileigh Industrial,Tablet,1
1331,Bain Capital,Desktop,5
1332,Bain Capital,Smartphone,17
1333,Bain Capital,Tablet,6
1334,Bajaj Allianz,Desktop,3
1335,Bajaj Allianz,Smartphone,57
1336,Bajaj Allianz,Tablet,2
1337,Bajaj Group,Smartphone,2
1338,Baker College,Smartphone,1
1339,Baker Real Estate,Smartphone,3
1340,Baker Ross,Desktop,58
1341,Baker Ross,Smartphone,159
1342,Baker Ross,Tablet,15
1343,Bakers Delight Holdings,Desktop,1
1344,Bakers Delight Holdings,Smartphone,1
1345,Bakker Spalding Garden,Desktop,10
1346,Bakker Spalding Garden,Smartphone,7
1347,Bakker Spalding Garden,Tablet,1
1348,Balinea,Desktop,1
1349,Ballingslov International,Desktop,10
1350,Ballingslov International,Smartphone,5
1351,Baloise Holding AG,Desktop,28
1352,Baloise Holding AG,Smartphone,9
1353,Baloise Holding AG,Tablet,1
1354,Balsam Hill,Desktop,7
1355,Balsam Hill,Smartphone,69
1356,Balsam Hill,Tablet,5
1357,Banca Transilvania,Desktop,8
1358,Banca Transilvania,Smartphone,743
1359,Banca Transilvania,Tablet,2
1360,Banco Bilbao Vizcaya Argentaria,Desktop,155
1361,Banco Bilbao Vizcaya Argentaria,Smartphone,77
1362,Banco Bilbao Vizcaya Argentaria,Tablet,2
1363,Banco Popular Espanol,Desktop,47
1364,Banco Popular Espanol,Smartphone,23
1365,Banco Popular Espanol,Tablet,7
1366,Banco Votorantim,Desktop,4
1367,BANDAI NAMCO Holdings,Desktop,160
1368,BANDAI NAMCO Holdings,Smartphone,364
1369,BANDAI NAMCO Holdings,Tablet,73
1370,Bandwidth.Com,Desktop,1
1371,Banff Ski School Limited,Desktop,4
1372,Banff Ski School Limited,Smartphone,28
1373,Banff Ski School Limited,Tablet,1
1374,Banggood,Connected TV,19
1375,Banggood,Desktop,159509
1376,Banggood,Smartphone,4705
1377,Banggood,Tablet,1721
1378,Bangkok Bank,Desktop,2
1379,Bangkok Bank,Smartphone,13
1380,Bang & Olufsen,Desktop,1
1381,Bang & Olufsen,Smartphone,2
1382,Bang & Olufsen,Tablet,2
